Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Fruits,10.3,70.0,4.71,1
Meat,4.8,89.0,3.29,1
Meat,0.7,91.7,2.09,1
Meat,4.7,92.9,1.73,1
Meat,3.3,94.4,4.34,1
Vegetables,7.8,82.2,2.22,0
Meat,7.3,77.4,2.97,1
Milk,2.5,60.8,4.66,1
Eggs,3.1,66.1,1.86,0
Meat,1.0,81.0,3.34,1
Vegetables,5.7,83.4,1.82,0
Vegetables,8.4,88.7,1.47,1
Eggs,3.4,56.9,3.06,1
Meat,2.7,73.5,4.21,1
Eggs,8.4,65.2,1.94,1
Vegetables,8.2,83.3,3.89,1
Milk,5.6,71.8,0.22,0
Vegetables,8.6,88.0,0.37,1
Fruits,12.2,76.1,2.16,1
Meat,6.6,85.6,0.11,1
Fruits,9.9,74.5,0.46,1
Eggs,6.0,61.4,2.4,0
Fruits,14.2,82.7,1.6,1
Eggs,6.5,59.2,2.4,0
Fruits,8.3,73.6,2.28,0
Milk,4.8,87.2,0.35,1
Milk,8.5,67.2,4.83,1
Eggs,6.7,58.6,1.62,0
Meat,4.2,80.7,0.64,0
Meat,6.9,87.2,0.29,1
Fruits,14.8,77.7,1.87,1
Milk,8.4,63.7,0.9,1
Eggs,2.6,60.3,1.05,0
Eggs,9.0,67.4,3.04,1
Milk,5.2,70.2,0.31,0
Milk,7.1,85.4,4.27,1
Fruits,11.5,82.1,0.87,1
Eggs,9.3,60.5,1.56,1
Milk,9.5,60.5,4.79,1
Meat,4.8,76.2,3.93,1
Vegetables,5.2,80.9,4.38,1
Meat,4.5,79.6,0.96,0
Fruits,7.3,75.0,2.86,1
Meat,3.4,94.7,4.92,1
Eggs,8.1,59.4,0.76,1
Vegetables,10.3,95.1,1.02,1
Meat,0.5,85.5,3.96,1
Meat,7.1,75.3,1.59,1
Meat,5.8,86.8,0.04,1
Vegetables,10.1,85.1,3.57,1
Fruits,5.7,71.2,1.05,0
Fruits,15.0,86.9,0.55,1
Meat,2.2,80.3,1.92,0
Eggs,3.4,65.5,4.37,1
Meat,6.1,84.1,1.57,1
Vegetables,2.5,83.1,0.94,0
Vegetables,7.6,93.6,3.26,1
Meat,1.3,84.8,3.6,1
Fruits,5.5,82.7,0.31,0
Fruits,10.2,81.6,3.89,1
Milk,9.0,68.3,3.25,1
Vegetables,7.2,86.4,2.2,1
Eggs,3.5,56.2,4.59,1
Meat,4.3,75.0,0.21,0
Meat,4.7,70.5,1.78,0
Eggs,5.1,62.6,1.6,0
Meat,4.8,87.1,2.63,1
Eggs,5.4,54.1,1.74,0
Fruits,10.6,76.6,0.17,1
Eggs,9.2,58.7,4.7,1
Eggs,6.8,55.3,2.27,0
Milk,4.5,83.1,0.44,0
Vegetables,4.0,86.4,3.4,1
Fruits,9.8,89.0,1.65,1
Fruits,5.3,89.6,4.87,1
Eggs,4.3,68.6,2.52,1
Eggs,6.4,54.6,4.6,1
Fruits,4.6,79.0,4.74,1
Milk,7.7,78.4,1.31,1
Eggs,2.6,60.6,2.72,1
Meat,1.7,77.8,1.24,0
Vegetables,8.2,93.8,0.7,1
Meat,1.5,72.6,0.87,0
Milk,6.5,85.6,2.29,1
Milk,6.1,63.4,1.91,0
Eggs,4.0,52.4,3.26,1
Meat,7.0,73.5,4.3,1
Milk,8.4,77.1,0.63,1
Eggs,9.2,58.1,4.12,1
Milk,2.4,67.0,3.98,1
Eggs,6.8,57.2,3.87,1
Milk,6.5,81.1,3.34,1
Fruits,14.6,88.8,3.53,1
Meat,2.9,78.4,3.71,1
Vegetables,11.1,85.3,2.71,1
Eggs,5.7,56.4,4.88,1
Eggs,2.4,55.0,0.86,0
Meat,0.4,82.4,0.18,0
Fruits,10.6,81.0,0.28,1
Eggs,9.2,53.4,4.09,1
Vegetables,2.9,89.0,1.89,1
Meat,4.3,80.8,3.33,1
Meat,2.6,87.5,4.27,1
Meat,4.0,78.1,4.04,1
Fruits,13.0,78.8,3.99,1
Vegetables,6.4,83.7,4.99,1
Milk,9.9,66.2,3.67,1
Meat,5.5,86.1,0.97,1
Milk,9.2,73.4,2.41,1
Fruits,9.0,71.3,3.41,1
Fruits,4.2,73.4,2.26,0
Milk,9.4,86.7,3.47,1
Meat,7.3,71.1,1.36,1
Eggs,5.1,55.5,2.3,0
Milk,6.0,70.9,1.67,0
Eggs,8.8,51.9,0.19,1
Fruits,14.8,74.1,3.64,1
Eggs,9.1,54.0,3.5,1
Vegetables,8.3,80.5,0.76,1
Vegetables,11.0,92.2,2.05,1
Eggs,7.0,58.4,2.27,0
Meat,3.9,71.9,4.75,1
Eggs,2.6,69.3,3.07,1
Fruits,12.1,70.7,2.38,1
Eggs,6.5,52.3,3.22,1
Meat,6.4,84.1,0.45,1
Fruits,14.3,78.3,1.44,1
Vegetables,6.3,90.1,1.32,1
Meat,5.0,83.7,3.04,1
Fruits,13.7,77.7,1.61,1
Eggs,2.2,61.7,4.4,1
Eggs,7.9,58.4,2.0,1
Vegetables,6.0,90.9,1.7,1
Meat,1.4,75.2,1.43,0
Meat,5.6,80.5,3.24,1
Fruits,9.1,77.5,1.35,1
Milk,4.7,70.3,1.7,0
Fruits,9.6,85.8,2.13,1
Vegetables,2.6,85.3,1.89,1
Fruits,7.8,77.5,2.72,1
Meat,6.3,76.8,1.53,1
Milk,4.6,70.0,2.05,0
Vegetables,11.0,94.7,3.66,1
Vegetables,5.8,83.4,0.4,0
Milk,9.9,63.6,2.3,1
Eggs,3.6,62.7,0.4,0
Vegetables,5.5,81.9,0.88,0
Fruits,8.5,89.1,4.16,1
Milk,3.9,77.8,2.9,1
Eggs,5.7,67.0,2.02,0
Meat,7.0,72.5,4.15,1
Eggs,9.2,60.7,4.46,1
Meat,3.7,75.3,3.69,1
Eggs,5.3,65.9,1.42,0
Meat,3.7,88.3,0.91,1
Eggs,3.5,55.9,0.46,0
Milk,4.3,60.8,1.19,0
Eggs,5.0,63.9,0.16,0
Milk,2.4,73.0,2.64,1
Vegetables,8.2,93.7,0.99,1
Eggs,9.9,51.2,4.74,1
Fruits,8.5,77.2,4.23,1
Fruits,14.3,80.3,1.88,1
Milk,4.7,75.5,4.6,1
Fruits,5.3,77.6,0.85,0
Milk,6.2,60.2,2.15,0
Meat,1.4,78.6,1.72,0
Fruits,9.2,87.3,0.31,1
Meat,5.5,81.4,2.31,0
Meat,7.7,91.4,2.99,1
Vegetables,9.7,87.6,0.5,1
Meat,2.7,81.5,1.75,0
Fruits,13.8,83.0,4.88,1
Eggs,2.2,60.9,0.04,0
Meat,2.8,73.8,0.66,0
Meat,5.5,92.9,0.05,1
Milk,8.8,84.0,0.57,1
Meat,2.6,94.0,1.09,1
Meat,1.7,88.4,2.12,1
Vegetables,7.1,96.9,0.35,1
Eggs,9.9,68.4,4.6,1
Fruits,5.6,79.6,1.54,0
Fruits,4.1,88.8,3.1,1
Meat,6.8,92.4,4.82,1
Milk,9.0,70.5,2.85,1
Milk,5.5,82.7,0.44,0
Fruits,7.9,89.7,1.54,1
Eggs,5.7,66.3,0.91,0
Milk,6.9,60.6,4.57,1
Milk,8.6,69.1,1.17,1
Fruits,9.2,73.5,3.52,1
Eggs,3.3,66.8,4.67,1
Milk,7.5,85.5,1.41,1
Meat,5.3,71.2,4.36,1
Eggs,2.2,68.5,2.11,0
Vegetables,5.0,94.2,4.15,1
Fruits,5.7,80.5,2.04,0
Vegetables,10.1,90.0,0.09,1
Eggs,5.7,67.5,4.85,1
Meat,7.6,85.0,3.16,1
Milk,4.6,60.6,4.41,1
Fruits,11.0,74.0,1.94,1
Milk,2.6,69.8,1.59,0
Eggs,3.5,62.7,2.08,0
Meat,1.8,74.7,3.24,1
Milk,2.7,82.8,2.35,0
Eggs,2.6,57.9,4.44,1
Vegetables,3.6,87.4,4.71,1
Meat,2.5,80.6,0.91,0
Meat,2.0,77.4,4.69,1
Meat,1.7,71.5,1.75,0
Vegetables,10.9,91.4,4.21,1
Fruits,8.4,73.4,3.68,1
Vegetables,3.1,90.2,2.85,1
Vegetables,9.2,89.2,0.97,1
Fruits,12.2,72.9,2.5,1
Fruits,4.3,72.9,2.95,1
Meat,6.3,86.2,3.73,1
Milk,9.9,66.2,2.43,1
Eggs,5.1,68.8,4.36,1
Vegetables,10.8,92.7,2.9,1
Milk,6.5,63.0,1.55,0
Vegetables,9.9,94.2,4.33,1
Eggs,3.3,59.6,0.44,0
Eggs,9.3,68.6,4.3,1
Milk,3.6,67.3,0.7,0
Fruits,13.3,74.8,1.15,1
Meat,0.9,72.2,3.61,1
Vegetables,2.6,92.9,2.31,1
Vegetables,4.1,94.9,3.16,1
Vegetables,5.6,95.7,1.48,1
Milk,8.3,72.8,0.23,1
Meat,7.7,90.5,2.31,1
Milk,3.1,77.8,0.01,0
Fruits,12.1,78.1,2.48,1
Fruits,5.5,80.3,2.55,1
Eggs,7.1,62.7,4.21,1
Meat,3.8,81.6,2.0,0
Eggs,3.2,65.5,0.89,0
Meat,7.5,72.8,4.83,1
Fruits,8.4,78.5,3.16,1
Vegetables,8.8,85.6,0.44,1
Eggs,7.9,63.0,0.79,1
Fruits,5.0,76.3,0.38,0
Meat,0.1,73.0,0.2,0
Fruits,13.7,82.2,0.05,1
Meat,3.5,77.4,4.26,1
Meat,5.2,78.4,2.42,0
Milk,7.7,64.0,3.11,1
Fruits,10.7,70.2,2.71,1
Fruits,9.4,84.3,4.82,1
Vegetables,11.3,84.9,0.2,1
Meat,1.4,74.8,2.75,1
Meat,6.5,80.1,1.35,1
Vegetables,5.3,82.5,3.34,1
Vegetables,3.1,91.3,2.48,1
Fruits,11.9,82.7,3.95,1
Milk,3.8,65.3,1.2,0
Meat,3.6,71.4,4.39,1
Meat,6.7,90.2,3.53,1
Milk,4.4,85.6,3.94,1
Milk,5.3,70.3,1.7,0
Eggs,6.0,50.3,3.53,1
Vegetables,9.2,92.6,3.06,1
Meat,5.0,77.8,4.26,1
Milk,5.8,78.4,2.25,0
Meat,1.7,83.2,0.78,0
Meat,5.2,77.5,4.55,1
Milk,5.4,87.4,4.36,1
Milk,9.9,60.6,1.99,1
Eggs,3.8,63.1,1.82,0
Eggs,8.3,55.1,2.33,1
Fruits,6.3,82.9,3.26,1
Fruits,10.0,75.5,1.01,1
Vegetables,9.0,81.9,3.08,1
Vegetables,3.4,83.4,2.64,1
Fruits,9.7,78.4,4.44,1
Meat,5.6,78.4,4.59,1
Vegetables,5.7,84.5,1.79,0
Fruits,8.0,77.5,4.66,1
Fruits,6.0,83.3,3.76,1
Eggs,6.4,53.7,4.98,1
Meat,5.6,81.3,0.73,0
Meat,3.2,93.3,1.94,1
Vegetables,8.2,82.8,3.27,1
Eggs,5.2,62.3,0.95,0
Vegetables,6.0,91.2,1.96,1
Milk,6.9,88.1,4.78,1
Meat,5.4,74.4,4.76,1
Meat,4.4,84.3,4.93,1
Eggs,2.6,54.9,1.85,0
Meat,0.1,85.0,3.33,1
Fruits,11.3,73.0,1.65,1
Milk,4.3,69.8,2.15,0
Milk,9.9,70.0,0.8,1
Vegetables,9.7,89.0,1.2,1
Milk,4.1,79.0,2.02,0
Meat,1.6,89.9,4.32,1
Vegetables,11.6,84.9,1.08,1
Meat,3.5,94.1,0.99,1
Meat,7.0,77.7,0.82,1
Milk,9.8,76.4,3.6,1
Vegetables,7.3,93.6,1.08,1
Fruits,5.7,85.3,0.74,1
Meat,3.6,71.6,2.12,0
Milk,6.2,66.9,1.44,0
Milk,4.4,75.6,4.1,1
Eggs,6.6,53.9,4.52,1
Vegetables,6.1,87.0,3.51,1
Meat,3.4,73.0,3.38,1
Fruits,5.8,85.2,0.02,1
Fruits,9.0,73.0,0.52,0
Fruits,8.5,70.4,3.51,1
Milk,3.6,70.1,2.09,0
Meat,5.1,87.8,4.7,1
Eggs,8.6,61.4,1.54,1
Vegetables,10.9,83.8,4.24,1
Eggs,3.7,57.5,4.61,1
Meat,2.9,86.0,1.25,1
Vegetables,10.1,89.6,0.73,1
Milk,4.6,70.1,3.86,1
Meat,4.0,80.1,2.94,1
Eggs,2.1,55.2,2.27,0
Meat,6.7,74.5,1.04,1
Meat,5.3,78.8,4.52,1
Milk,7.9,70.7,0.72,1
Milk,4.5,85.7,2.97,1
Meat,7.8,77.6,4.34,1
Vegetables,11.1,90.6,1.86,1
Vegetables,8.0,85.6,1.97,1
Fruits,6.0,80.6,3.14,1
Meat,3.8,80.0,0.1,0
Fruits,14.4,71.0,0.8,1
Vegetables,8.1,92.7,2.45,1
Vegetables,8.8,87.7,0.96,1
Milk,6.4,72.1,4.15,1
Eggs,7.1,62.6,1.47,1
Eggs,5.9,69.2,4.38,1
Eggs,9.8,66.6,3.47,1
Vegetables,8.8,92.7,1.25,1
Vegetables,8.7,93.7,1.55,1
Milk,9.9,72.5,2.57,1
Meat,0.9,90.8,3.47,1
Fruits,7.9,87.7,3.4,1
Meat,4.1,80.8,1.96,0
Milk,4.0,88.0,1.71,1
Fruits,10.7,88.7,4.28,1
Meat,5.6,70.1,4.63,1
Fruits,6.0,76.3,4.43,1
Vegetables,9.9,89.0,3.12,1
Eggs,2.3,55.8,4.16,1
Meat,4.6,90.4,4.18,1
Vegetables,11.4,82.1,1.85,1
Vegetables,8.5,90.1,1.99,1
Fruits,6.2,87.4,0.74,1
Vegetables,7.5,81.0,4.26,1
Milk,3.9,79.2,0.98,0
Fruits,5.3,76.9,2.4,0
Meat,5.0,74.8,4.02,1
Fruits,9.3,87.2,4.41,1
Meat,1.6,74.3,3.78,1
Meat,7.0,72.0,0.44,1
Meat,0.1,75.1,2.58,1
Meat,4.4,83.8,3.31,1
Milk,9.0,87.1,4.32,1
Meat,1.5,77.0,2.86,1
Vegetables,2.9,98.0,0.0,1
Vegetables,6.8,96.6,3.44,1
Meat,6.3,79.2,1.42,1
Vegetables,7.1,84.9,4.07,1
Meat,3.2,70.1,2.66,1
Eggs,8.8,60.3,1.21,1
Milk,7.5,79.0,2.67,1
Vegetables,11.2,89.0,0.8,1
Milk,2.3,65.2,4.04,1
Fruits,8.2,75.8,4.52,1
Vegetables,6.4,90.3,1.24,1
Eggs,2.9,55.2,2.15,0
Eggs,5.4,63.2,4.82,1
Fruits,9.8,73.3,1.47,1
Eggs,4.4,66.0,3.36,1
Milk,3.9,80.3,1.42,0
Fruits,13.7,77.8,4.79,1
Meat,2.2,87.7,3.05,1
Vegetables,9.1,81.4,3.48,1
Milk,3.7,67.7,1.53,0
Vegetables,6.6,97.3,3.44,1
Vegetables,2.3,86.3,1.55,1
Fruits,14.5,79.8,2.1,1
Vegetables,10.1,92.6,2.64,1
Eggs,9.8,60.2,3.87,1
Meat,5.8,74.5,1.81,0
Milk,5.5,69.8,0.12,0
Meat,4.8,75.0,4.14,1
Fruits,8.3,75.1,1.84,0
Milk,6.3,77.7,4.25,1
Meat,5.9,92.7,1.71,1
Fruits,6.6,71.7,2.69,1
Vegetables,5.4,95.3,4.17,1
Eggs,9.6,50.4,0.13,1
Meat,7.1,76.2,2.67,1
Meat,6.2,72.5,0.47,1
Meat,2.8,78.5,0.29,0
Vegetables,5.7,90.5,3.62,1
Eggs,3.6,50.5,3.25,1
Vegetables,6.0,95.2,3.8,1
Fruits,4.4,77.0,0.82,0
Fruits,11.3,75.5,0.72,1
Milk,8.5,79.0,1.44,1
Milk,3.0,87.0,3.47,1
Vegetables,7.5,94.8,0.26,1
Meat,4.1,86.2,2.36,1
Meat,4.3,87.3,3.23,1
Milk,6.5,78.3,3.77,1
Milk,9.0,72.3,5.0,1
Fruits,13.7,72.2,4.8,1
Milk,8.1,87.8,4.91,1
Vegetables,6.4,84.6,1.92,0
Milk,3.2,85.4,3.74,1
Milk,4.6,84.2,4.87,1
Vegetables,7.2,94.3,4.67,1
Meat,5.4,81.5,1.9,0
Fruits,9.7,77.6,2.45,1
Meat,5.9,76.3,0.34,0
Meat,3.4,90.8,4.36,1
Fruits,10.5,76.6,0.14,1
Eggs,8.7,51.1,0.93,1
Meat,0.3,86.7,4.26,1
Meat,6.6,76.9,3.98,1
Vegetables,2.7,86.5,0.97,1
Milk,3.7,87.8,2.41,1
Meat,2.9,73.4,2.14,0
Eggs,2.6,66.0,3.31,1
Vegetables,9.3,83.1,4.22,1
Vegetables,8.6,90.2,4.73,1
Meat,5.8,83.7,0.68,0
Milk,7.5,69.9,0.83,1
Meat,5.3,76.0,2.78,1
Fruits,4.2,71.3,0.24,0
Meat,4.5,85.8,3.59,1
Milk,6.3,89.6,3.22,1
Meat,1.9,71.8,1.47,0
Eggs,4.5,60.8,4.95,1
Milk,2.1,85.3,2.55,1
Meat,0.1,85.4,2.49,1
Eggs,6.2,60.0,0.82,0
Meat,4.7,93.0,3.4,1
Eggs,4.7,54.9,4.27,1
Meat,4.2,93.0,0.5,1
Vegetables,2.9,80.6,2.59,1
Fruits,5.4,79.8,2.42,0
Eggs,9.5,65.0,2.62,1
Meat,0.6,74.2,3.8,1
Fruits,5.2,79.6,2.75,1
Eggs,7.6,63.0,2.12,1
Milk,3.4,62.1,4.55,1
Eggs,8.5,64.0,0.25,1
Vegetables,10.3,91.8,4.28,1
Milk,6.0,83.4,4.2,1
Meat,7.1,79.0,2.46,1
Milk,4.2,61.0,3.23,1
Meat,6.3,76.9,2.84,1
Fruits,6.5,88.1,0.32,1
Milk,3.3,71.4,0.47,0
Fruits,10.0,79.0,0.25,1
Meat,3.5,78.3,0.62,0
Fruits,13.9,74.9,4.33,1
Vegetables,5.2,84.3,2.15,0
Milk,8.9,74.4,0.29,1
Vegetables,7.7,89.1,0.89,1
Fruits,12.1,80.2,0.8,1
Meat,3.3,84.0,1.26,0
Meat,1.1,88.2,0.32,1
Meat,7.0,91.7,4.37,1
Eggs,4.6,52.3,3.87,1
Vegetables,10.6,84.6,1.59,1
Fruits,10.9,84.2,2.7,1
Fruits,5.8,78.3,3.87,1
Vegetables,2.4,85.5,4.06,1
Vegetables,5.8,97.2,0.32,1
Fruits,12.3,71.2,2.04,1
Meat,3.2,71.3,4.93,1
Milk,8.9,87.7,2.5,1
Eggs,2.3,67.0,4.17,1
Meat,2.8,87.9,1.75,1
Meat,6.4,72.0,4.88,1
Milk,5.9,70.8,1.7,0
Meat,2.1,83.5,3.44,1
Fruits,10.9,87.8,2.42,1
Meat,3.0,78.5,1.78,0
Meat,3.8,71.4,4.32,1
Eggs,5.0,60.5,1.43,0
Fruits,11.2,71.3,2.46,1
Vegetables,8.1,89.6,2.61,1
Vegetables,11.6,84.0,1.34,1
Milk,4.8,70.8,2.92,1
Vegetables,8.4,96.7,3.11,1
Fruits,4.8,75.4,0.35,0
Vegetables,2.7,96.3,1.43,1
Meat,6.3,74.3,3.78,1
Vegetables,5.8,97.8,1.16,1
Eggs,4.8,67.9,0.56,0
Eggs,4.4,65.1,1.15,0
Meat,4.5,81.1,1.62,0
Fruits,7.1,82.6,4.58,1
Eggs,8.8,61.4,2.12,1
Milk,9.1,89.7,3.32,1
Eggs,5.0,59.8,2.19,0
Fruits,12.0,88.3,2.92,1
Milk,4.4,62.3,3.53,1
Vegetables,5.3,82.2,4.71,1
Fruits,5.7,79.4,4.01,1
Eggs,8.8,66.3,3.29,1
Milk,6.8,83.6,3.43,1
Eggs,4.5,60.7,3.47,1
Meat,7.8,74.8,2.76,1
Eggs,3.1,59.5,2.08,0
Fruits,11.6,76.3,4.48,1
Meat,2.3,72.4,0.72,0
Eggs,3.6,56.1,1.96,0
Meat,2.9,82.1,2.5,0
Fruits,5.0,73.4,2.45,0
Fruits,12.1,76.4,1.24,1
Meat,1.5,93.2,1.66,1
Eggs,3.2,67.4,4.01,1
Eggs,3.3,63.6,4.85,1
Vegetables,11.2,92.0,1.93,1
Milk,5.4,80.0,1.55,0
Fruits,12.8,82.6,2.18,1
Meat,4.5,71.2,3.31,1
Fruits,7.7,85.3,4.17,1
Vegetables,11.0,90.8,1.95,1
Meat,0.8,80.6,4.03,1
Fruits,5.7,79.6,1.98,0
Milk,6.8,70.3,2.12,0
Fruits,9.6,81.6,3.09,1
Eggs,3.5,50.1,3.7,1
Eggs,4.0,56.1,3.03,1
Milk,9.2,62.1,3.56,1
Fruits,13.2,71.2,3.25,1
Milk,6.5,63.4,4.47,1
Meat,0.4,81.9,4.42,1
Meat,0.8,75.4,1.37,0
Eggs,7.5,59.7,1.28,1
Fruits,5.0,74.0,2.57,1
Eggs,5.5,57.1,2.19,0
Eggs,2.3,57.5,4.35,1
Meat,5.5,82.5,1.94,0
